participant,date,expName,psychopyVersion,OS,frameRate,CorrectResponse,prac_prompt_1,prac_prompt_2,prac_prompt_3,prac_prompt_4,prac_prompt_5,prac_prompt_6,prac_prompt_7,prac_prompt_8,prac_prompt_9,prac_key_resp.keys,prac_key_resp.corr,prac_key_resp.rt,prac_key_resp.duration,prac_loop.thisRepN,prac_loop.thisTrialN,prac_loop.thisN,prac_loop.thisIndex,prac_loop.ran,object_class,object_category,corr_ans,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,prompt_8,prompt_9,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,response_label,response_animacy,corr_animacy,img_condition,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,randomize_blocks.thisRepN,randomize_blocks.thisTrialN,randomize_blocks.thisN,randomize_blocks.thisIndex,randomize_blocks.ran,block_condition
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,corn,inanim_natural,7,cow,dog,train,house,car,mushroom,corn,cat,avocado,7,1,2.9497,,corn,inanim_natural,1,natural,2,2,38,10,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,mushroom,inanim_natural,9,bear,cat,binoculars,bread,avocado,cow,lawnmower,airplane,mushroom,9,1,2.3873,,mushroom,inanim_natural,1,natural,2,3,39,7,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,house,inanim_artificial,6,bear,cat,pineapple,bread,mushroom,house,snail,airplane,train,6,1,2.0198,,house,inanim_artificial,1,natural,2,4,40,15,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,snail,anim_natural,4,cat,bread,cow,snail,airplane,car,mushroom,train,pineapple,4,1,2.9114,,snail,anim_natural,1,natural,2,5,41,5,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,lawnmower,inanim_artificial,4,pineapple,cat,train,lawnmower,bear,snail,house,corn,mushroom,4,1,1.4216,,lawnmower,inanim_artificial,1,natural,2,6,42,16,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,car,inanim_artificial,4,butterfly,bear,dog,car,avocado,bread,mushroom,lawnmower,binoculars,4,1,1.3906,,car,inanim_artificial,1,natural,2,7,43,14,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,dog,anim_natural,8,airplane,house,avocado,bear,mushroom,cow,lawnmower,dog,corn,8,1,2.7895,,dog,anim_natural,1,natural,2,8,44,4,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,cat,anim_natural,5,bear,pineapple,butterfly,house,cat,lawnmower,airplane,corn,apple,5,1,1.4952,,cat,anim_natural,1,natural,2,9,45,2,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,airplane,inanim_artificial,3,dog,car,airplane,cow,train,corn,avocado,butterfly,bread,3,1,1.1746,,airplane,inanim_artificial,1,natural,2,10,46,12,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,butterfly,anim_natural,8,corn,snail,mushroom,train,pineapple,lawnmower,dog,butterfly,car,8,1,1.8672,,butterfly,anim_natural,1,natural,2,11,47,1,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,avocado,inanim_natural,1,avocado,snail,corn,cow,car,dog,bread,binoculars,house,1,1,0.8293,,avocado,inanim_natural,1,natural,2,12,48,11,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,pineapple,inanim_natural,5,lawnmower,bear,train,butterfly,pineapple,apple,avocado,car,dog,5,1,1.5078,,pineapple,inanim_natural,1,natural,2,13,49,8,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,apple,inanim_natural,6,dog,cat,house,bread,lawnmower,apple,mushroom,train,cow,6,1,3.0675,,apple,inanim_natural,1,natural,2,14,50,9,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,bread,inanim_natural,9,corn,dog,butterfly,binoculars,snail,apple,train,car,bread,9,1,2.3535,,bread,inanim_natural,1,natural,2,15,51,6,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,cow,anim_natural,7,cat,dog,car,apple,binoculars,mushroom,cow,avocado,train,7,1,2.3023,,cow,anim_natural,1,natural,2,16,52,3,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,bear,anim_natural,5,train,pineapple,house,car,bear,cat,apple,butterfly,corn,5,1,1.3049,,bear,anim_natural,1,natural,2,17,53,0,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,apple,inanim_natural,2,house,apple,bear,pineapple,train,mushroom,lawnmower,dog,cat,2,1,1.32,,apple,inanim_natural,1,natural,3,0,54,9,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,corn,inanim_natural,9,car,dog,airplane,mushroom,train,avocado,bear,cow,corn,9,1,2.4327,,corn,inanim_natural,1,natural,3,1,55,10,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,bread,inanim_natural,9,train,apple,house,bear,cow,airplane,mushroom,butterfly,bread,9,1,3.2714,,bread,inanim_natural,1,natural,3,2,56,6,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,mushroom,inanim_natural,6,car,cat,bread,corn,cow,mushroom,airplane,binoculars,dog,6,1,1.6962,,mushroom,inanim_natural,1,natural,3,3,57,7,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,airplane,inanim_artificial,8,cat,lawnmower,car,pineapple,mushroom,cow,bear,airplane,avocado,8,1,3.1373,,airplane,inanim_artificial,1,natural,3,4,58,12,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,lawnmower,inanim_artificial,5,pineapple,binoculars,apple,dog,lawnmower,cat,snail,train,corn,5,1,2.0742,,lawnmower,inanim_artificial,1,natural,3,5,59,16,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,binoculars,inanim_artificial,2,bear,binoculars,pineapple,butterfly,car,apple,dog,house,corn,2,1,1.3269,,binoculars,inanim_artificial,1,natural,3,6,60,13,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,house,inanim_artificial,4,mushroom,apple,cat,house,lawnmower,bear,bread,train,cow,4,1,3.1082,,house,inanim_artificial,1,natural,3,7,61,15,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,snail,anim_natural,5,lawnmower,airplane,pineapple,corn,snail,cat,avocado,car,dog,5,1,3.7836,,snail,anim_natural,1,natural,3,8,62,5,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,train,inanim_artificial,8,airplane,bread,corn,cow,snail,butterfly,lawnmower,train,pineapple,8,1,2.169,,train,inanim_artificial,1,natural,3,9,63,17,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,cat,anim_natural,3,mushroom,snail,cat,house,dog,binoculars,car,avocado,corn,3,1,1.4174,,cat,anim_natural,1,natural,3,10,64,2,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,butterfly,anim_natural,9,snail,bread,lawnmower,binoculars,bear,pineapple,corn,train,butterfly,9,1,2.4809,,butterfly,anim_natural,1,natural,3,11,65,1,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,dog,anim_natural,3,train,binoculars,dog,cat,avocado,pineapple,car,cow,bread,3,1,1.1914,,dog,anim_natural,1,natural,3,12,66,4,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,bear,anim_natural,8,house,snail,apple,train,pineapple,mushroom,car,bear,dog,8,1,1.5454,,bear,anim_natural,1,natural,3,13,67,0,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,cow,anim_natural,6,dog,cat,bread,car,pineapple,cow,train,mushroom,lawnmower,6,1,1.7387,,cow,anim_natural,1,natural,3,14,68,3,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,avocado,inanim_natural,7,house,cat,airplane,apple,snail,train,avocado,butterfly,bread,7,1,2.4129,,avocado,inanim_natural,1,natural,3,15,69,11,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,car,inanim_artificial,1,car,dog,corn,mushroom,snail,airplane,cow,pineapple,lawnmower,1,1,1.2986,,car,inanim_artificial,1,natural,3,16,70,14,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,pineapple,inanim_natural,7,cat,mushroom,car,house,binoculars,cow,pineapple,bread,butterfly,7,1,2.169,,pineapple,inanim_natural,1,natural,3,17,71,8,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,natural
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,apple,inanim_natural,9,train,lawnmower,bread,butterfly,pineapple,cow,house,bear,apple,9,1,2.4176,,apple,inanim_natural,1,scrambled,0,0,0,9,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,house,inanim_artificial,7,binoculars,cow,mushroom,lawnmower,bear,apple,house,corn,snail,7,1,1.8912,,house,inanim_artificial,1,scrambled,0,1,1,15,1,,,,,,
607668ac450fc6e3025a131d,2025-08-20_15h37.55.489,GLINT,2024.2.4,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,cat,anim_natural,4,bear,mushroom,binoculars,cat,car,bread,airplane,snail,apple,4,1,1.3951,,cat,anim_natural,1,scrambled,0,2,2,2,1,,,,,,
