participant,date,expName,psychopyVersion,OS,frameRate,CorrectResponse,prac_prompt_1,prac_prompt_2,prac_prompt_3,prac_prompt_4,prac_prompt_5,prac_prompt_6,prac_prompt_7,prac_prompt_8,prac_prompt_9,prac_key_resp.keys,prac_key_resp.corr,prac_key_resp.rt,prac_key_resp.duration,prac_loop.thisRepN,prac_loop.thisTrialN,prac_loop.thisN,prac_loop.thisIndex,prac_loop.ran,object_class,object_category,corr_ans,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,prompt_8,prompt_9,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,response_label,response_animacy,corr_animacy,img_condition,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,randomize_blocks.thisRepN,randomize_blocks.thisTrialN,randomize_blocks.thisN,randomize_blocks.thisIndex,randomize_blocks.ran,block_condition
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,avocado,inanim_natural,2,apple,avocado,cat,house,snail,butterfly,binoculars,mushroom,car,2,1,1.2787,0.000400001,avocado,inanim_natural,1,line_drawing,0,10,10,11,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,snail,anim_natural,7,avocado,train,house,airplane,dog,cat,snail,pineapple,corn,7,1,2.375700001,,snail,anim_natural,1,line_drawing,0,11,11,5,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,airplane,inanim_artificial,2,mushroom,airplane,avocado,corn,snail,cow,train,lawnmower,butterfly,2,1,1.1559,0.0002,airplane,inanim_artificial,1,line_drawing,0,12,12,12,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,pineapple,inanim_natural,1,pineapple,house,butterfly,airplane,avocado,dog,mushroom,cat,train,1,1,1.4864,0.0005,pineapple,inanim_natural,1,line_drawing,0,13,13,8,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,cow,anim_natural,3,bear,house,cow,train,lawnmower,bread,pineapple,cat,avocado,3,1,1.4712,0.0003,cow,anim_natural,1,line_drawing,0,14,14,3,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,corn,inanim_natural,4,cat,car,mushroom,corn,snail,apple,lawnmower,binoculars,dog,4,1,1.862,0.0002,corn,inanim_natural,1,line_drawing,0,15,15,10,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,train,inanim_artificial,4,dog,apple,snail,train,house,cat,bread,lawnmower,avocado,5,0,1.0959,0.0002,house,inanim_artificial,1,line_drawing,0,16,16,17,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,bear,anim_natural,7,corn,dog,airplane,mushroom,house,avocado,bear,car,cat,7,1,3.0843,,bear,anim_natural,1,line_drawing,0,17,17,0,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,train,inanim_artificial,2,binoculars,train,snail,butterfly,mushroom,avocado,house,bread,dog,7,0,2.9307,0.0005,house,inanim_artificial,1,line_drawing,1,0,18,17,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,mushroom,inanim_natural,8,avocado,apple,snail,cat,house,cow,airplane,mushroom,train,8,1,1.298,0.0003,mushroom,inanim_natural,1,line_drawing,1,1,19,7,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,corn,inanim_natural,3,lawnmower,bread,corn,apple,binoculars,butterfly,train,snail,dog,3,1,1.878299999,,corn,inanim_natural,1,line_drawing,1,2,20,10,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,avocado,inanim_natural,3,snail,pineapple,avocado,airplane,cat,train,cow,binoculars,apple,3,1,2.9825,0.0003,avocado,inanim_natural,1,line_drawing,1,3,21,11,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,snail,anim_natural,1,snail,mushroom,lawnmower,corn,bear,train,house,apple,cat,1,1,2.4923,0.000299999,snail,anim_natural,1,line_drawing,1,4,22,5,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,apple,inanim_natural,5,corn,airplane,bread,snail,apple,lawnmower,butterfly,car,bear,3,0,4.4214,,bread,inanim_natural,1,line_drawing,1,5,23,9,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,car,inanim_artificial,3,house,binoculars,car,avocado,dog,bear,pineapple,butterfly,mushroom,3,1,1.2924,,car,inanim_artificial,1,line_drawing,1,6,24,14,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,house,inanim_artificial,6,butterfly,avocado,train,lawnmower,cow,house,snail,mushroom,corn,6,1,1.317599999,0.0003,house,inanim_artificial,1,line_drawing,1,7,25,15,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,binoculars,inanim_artificial,9,snail,bear,cow,apple,pineapple,car,airplane,corn,binoculars,4,0,1.284599999,,apple,inanim_natural,0,line_drawing,1,8,26,13,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,lawnmower,inanim_artificial,2,train,lawnmower,avocado,snail,house,mushroom,apple,cow,cat,2,1,1.644599999,,lawnmower,inanim_artificial,1,line_drawing,1,9,27,16,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,cat,anim_natural,6,bear,airplane,car,corn,mushroom,cat,house,bread,snail,6,1,1.482099999,0.000200001,cat,anim_natural,1,line_drawing,1,10,28,2,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,bread,inanim_natural,9,house,cat,car,snail,dog,corn,airplane,avocado,bread,9,1,2.659700001,,bread,inanim_natural,1,line_drawing,1,11,29,6,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,bear,anim_natural,8,cow,lawnmower,bread,mushroom,butterfly,car,apple,bear,binoculars,8,1,2.8294,0.0002,bear,anim_natural,1,line_drawing,1,12,30,0,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,dog,anim_natural,9,snail,corn,train,cat,airplane,binoculars,avocado,apple,dog,9,1,2.2579,,dog,anim_natural,1,line_drawing,1,13,31,4,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,pineapple,inanim_natural,5,binoculars,cow,apple,train,pineapple,cat,avocado,lawnmower,bear,5,1,1.1401,0.0003,pineapple,inanim_natural,1,line_drawing,1,14,32,8,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,butterfly,anim_natural,6,pineapple,train,bear,snail,car,butterfly,binoculars,avocado,corn,6,1,1.112,0.0004,butterfly,anim_natural,1,line_drawing,1,15,33,1,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,airplane,inanim_artificial,8,car,bear,avocado,train,cat,bread,snail,airplane,apple,8,1,1.5108,0.0004,airplane,inanim_artificial,1,line_drawing,1,16,34,12,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,cow,anim_natural,1,cow,lawnmower,house,cat,corn,binoculars,bear,mushroom,avocado,1,1,2.2271,,cow,anim_natural,1,line_drawing,1,17,35,3,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,car,inanim_artificial,8,pineapple,apple,snail,dog,lawnmower,butterfly,airplane,car,corn,8,1,1.1192,0.0002,car,inanim_artificial,1,line_drawing,2,0,36,14,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,lawnmower,inanim_artificial,5,snail,apple,avocado,train,lawnmower,bear,dog,corn,car,5,1,1.1054,,lawnmower,inanim_artificial,1,line_drawing,2,1,37,16,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,apple,inanim_natural,9,cat,airplane,cow,house,bread,binoculars,dog,corn,apple,,0,,,no response,no response,0,line_drawing,2,2,38,9,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,corn,inanim_natural,1,corn,apple,cat,train,house,avocado,cow,bear,car,1,1,2.294599999,0.0002,corn,inanim_natural,1,line_drawing,2,3,39,10,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,house,inanim_artificial,2,dog,house,avocado,bread,lawnmower,car,bear,apple,snail,2,1,1.4743,0.0002,house,inanim_artificial,1,line_drawing,2,4,40,15,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,cat,anim_natural,6,pineapple,binoculars,train,corn,lawnmower,cat,bear,bread,snail,6,1,1.3275,0.0003,cat,anim_natural,1,line_drawing,2,5,41,2,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,snail,anim_natural,6,lawnmower,bread,dog,cow,avocado,snail,corn,train,car,6,1,3.2293,0.0003,snail,anim_natural,1,line_drawing,2,6,42,5,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,binoculars,inanim_artificial,9,avocado,cat,snail,house,corn,dog,bread,train,binoculars,9,1,1.867599999,0.0002,binoculars,inanim_artificial,1,line_drawing,2,7,43,13,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,cow,anim_natural,2,dog,cow,airplane,car,mushroom,binoculars,avocado,cat,corn,3,0,2.1875,,airplane,inanim_artificial,0,line_drawing,2,8,44,3,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,airplane,inanim_artificial,4,pineapple,mushroom,dog,airplane,bread,cat,lawnmower,car,bear,3,0,0.550400001,0.0004,dog,anim_natural,0,line_drawing,2,9,45,12,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,train,inanim_artificial,1,train,avocado,butterfly,mushroom,pineapple,cat,binoculars,snail,car,1,1,2.7352,,train,inanim_artificial,1,line_drawing,2,10,46,17,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,bread,inanim_natural,7,car,butterfly,lawnmower,dog,mushroom,apple,bread,snail,airplane,,0,,,no response,no response,0,line_drawing,2,11,47,6,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,avocado,inanim_natural,1,avocado,corn,lawnmower,bear,cow,cat,car,pineapple,house,2,0,3.6048,0.000400001,corn,inanim_natural,1,line_drawing,2,12,48,11,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,pineapple,inanim_natural,4,bear,car,airplane,pineapple,butterfly,train,apple,mushroom,cat,4,1,1.299700001,,pineapple,inanim_natural,1,line_drawing,2,13,49,8,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,bear,anim_natural,4,train,cat,butterfly,bear,mushroom,apple,lawnmower,pineapple,airplane,4,1,3.4993,0.0002,bear,anim_natural,1,line_drawing,2,14,50,0,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,dog,anim_natural,2,avocado,dog,binoculars,apple,house,butterfly,bear,pineapple,train,2,1,2.248299999,0.000200001,dog,anim_natural,1,line_drawing,2,15,51,4,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,butterfly,anim_natural,9,dog,apple,house,airplane,bread,bear,corn,lawnmower,butterfly,9,1,1.6601,0.0003,butterfly,anim_natural,1,line_drawing,2,16,52,1,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,mushroom,inanim_natural,9,binoculars,butterfly,pineapple,lawnmower,airplane,snail,avocado,bear,mushroom,3,0,3.148,0.0003,pineapple,inanim_natural,1,line_drawing,2,17,53,7,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,airplane,inanim_artificial,6,mushroom,bear,avocado,lawnmower,car,airplane,cow,bread,butterfly,6,1,1.7165,0.0003,airplane,inanim_artificial,1,line_drawing,3,0,54,12,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,car,inanim_artificial,5,house,butterfly,snail,binoculars,car,dog,pineapple,bread,corn,5,1,0.9104,0.0003,car,inanim_artificial,1,line_drawing,3,1,55,14,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,bear,anim_natural,6,binoculars,house,lawnmower,apple,corn,bear,avocado,cow,butterfly,6,1,2.4015,0.0004,bear,anim_natural,1,line_drawing,3,2,56,0,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,house,inanim_artificial,7,cow,corn,dog,car,airplane,bread,house,pineapple,snail,7,1,2.0234,,house,inanim_artificial,1,line_drawing,3,3,57,15,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,binoculars,inanim_artificial,5,train,pineapple,bread,cow,binoculars,cat,bear,corn,house,5,1,1.147,0.0002,binoculars,inanim_artificial,1,line_drawing,3,4,58,13,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,lawnmower,inanim_artificial,9,corn,airplane,snail,bread,cow,train,dog,apple,lawnmower,9,1,2.2811,,lawnmower,inanim_artificial,1,line_drawing,3,5,59,16,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,mushroom,inanim_natural,5,house,butterfly,airplane,binoculars,mushroom,corn,dog,pineapple,cat,5,1,0.9671,,mushroom,inanim_natural,1,line_drawing,3,6,60,7,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,butterfly,anim_natural,6,bread,avocado,cow,airplane,lawnmower,butterfly,car,bear,pineapple,6,1,1.1737,,butterfly,anim_natural,1,line_drawing,3,7,61,1,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,cat,anim_natural,3,car,bread,cat,pineapple,cow,binoculars,snail,airplane,apple,3,1,2.076099999,0.000400001,cat,anim_natural,1,line_drawing,3,8,62,2,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,corn,inanim_natural,4,car,airplane,bear,corn,snail,avocado,cow,apple,binoculars,4,1,3.2195,0.0002,corn,inanim_natural,1,line_drawing,3,9,63,10,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,snail,anim_natural,1,snail,mushroom,lawnmower,binoculars,dog,cow,apple,airplane,corn,1,1,2.4497,0.0003,snail,anim_natural,1,line_drawing,3,10,64,5,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,pineapple,inanim_natural,7,dog,apple,lawnmower,cat,airplane,cow,pineapple,mushroom,house,7,1,3.6542,0.000400001,pineapple,inanim_natural,1,line_drawing,3,11,65,8,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,avocado,inanim_natural,3,dog,house,avocado,apple,bear,bread,lawnmower,butterfly,train,3,1,1.3252,0.0005,avocado,inanim_natural,1,line_drawing,3,12,66,11,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,apple,inanim_natural,5,house,avocado,snail,cow,apple,pineapple,train,airplane,dog,5,1,2.42,,apple,inanim_natural,1,line_drawing,3,13,67,9,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,cow,anim_natural,7,corn,lawnmower,bread,cat,dog,apple,cow,car,binoculars,2,0,3.528900001,0.0004,lawnmower,inanim_artificial,0,line_drawing,3,14,68,3,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,bread,inanim_natural,7,butterfly,cat,binoculars,car,airplane,corn,bread,dog,mushroom,7,1,2.217700001,,bread,inanim_natural,1,line_drawing,3,15,69,6,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,train,inanim_artificial,8,binoculars,dog,apple,airplane,bread,pineapple,bear,train,cat,,0,,,no response,no response,0,line_drawing,3,16,70,17,1,,,,,,
62f6e81d42e7c4dea045f2fc,2025-08-21_11h37.21.055,GLINT,2024.2.4,Win32,7.10732054,,,,,,,,,,,,,,,,,,,,dog,anim_natural,5,airplane,butterfly,lawnmower,mushroom,dog,pineapple,house,corn,cow,5,1,0.9386,,dog,anim_natural,1,line_drawing,3,17,71,4,1,,,,,,
